Unit_ID,X.1,X,LRR,var.LRR,scale,col,row.ID,Study,dist.inv,pr.st
97,805,-0.287682072,-0.388370675,0.222768855,1.498106581,darkgreen,2047,128,-2.833213344,0.770013942
98,806,-0.287682072,0.422856851,0.058769569,1.602276789,darkgreen,2048,128,-2.833213344,0.770013942
99,807,-0.287682072,-0.114113307,0.273064011,1.482192194,darkgreen,2049,128,-2.833213344,0.770013942
100,808,-0.287682072,0.257572271,0.199989158,1.506539537,darkgreen,2050,128,-2.833213344,0.770013942
101,809,-0.287682072,0.300860165,0.050736082,1.613767618,darkgreen,2051,128,-2.833213344,0.770013942
102,810,-0.287682072,0.020029282,0.094656574,1.565015721,darkgreen,2052,128,-2.833213344,0.770013942
103,811,-0.287682072,0.291706223,0.134294891,1.537671142,darkgreen,2053,128,-2.833213344,0.770013942
104,812,-0.287682072,0.071757213,0.134216344,1.537716879,darkgreen,2054,128,-2.833213344,0.770013942
105,813,-2.995732274,-5.301645157,130.3199418,1,darkgreen,2055,129,NA,-1.400294109
106,814,-2.995732274,-0.177099613,1.674705711,1.340405622,darkgreen,2056,129,NA,-1.400294109
