Unit_ID,X,LRR,var.LRR,col,scale,pr.st,Study
75,0.95,-0.615588946,0.054093928,darkgreen,1.613956063,0.212280702,275
76,0.819327731,0.215361411,0.008773746,darkgreen,1.785148092,0.073584697,308
77,0.76,0.573067933,0.02934244,darkgreen,1.671525251,0.010614035,341
78,0.869565217,0.832460793,0.105649318,darkgreen,1.550954876,0.126906941,348
79,0.75,0.242561637,0.12533089,darkgreen,1.534876942,0,410
80,0.75,0.007866909,0.053136256,darkgreen,1.615637196,0,410
81,0.75,-0.193399642,0.019794793,darkgreen,1.708570592,0,410
82,0.75,-0.00056899,0.000894857,darkgreen,2,0,410
83,0.75,0.577045423,0.090750997,darkgreen,1.565260971,0,410
84,0.44,1.331635949,0.109940733,darkgreen,1.547207563,-0.329035088,423
