,Unit_ID,Entry,Study,Expt,Ygen,Yspec,Smax,Y.treatment,T.mean,T.sd,T.N,C.mean,C.sd,C.N,X,col,scale,Sys1,pr.st
33,33,108,24,42,SST,g aboveground plant biomass m-2,16,Y1,321.41,156.79,40,372.5,54.56,5,0.9375,darkgreen,1.02697443,T,1.117813703
34,34,108,24,42,SST,g aboveground plant biomass m-2,16,Y4,326.75,34.907,10,372.5,54.56,5,0.75,darkgreen,1.051227513,T,0.243458546
31,31,107,24,42,SST,g aboveground plant biomass m-2,16,Y4,357.56,87.03,20,401.2,78.108,10,0.75,darkgreen,1.041126312,T,0.243458546
32,32,107,24,42,SST,g aboveground plant biomass m-2,16,Y8,392.57,41.8,10,401.2,78.108,10,0.5,darkgreen,1.05655605,T,-0.92234833
35,35,108,24,42,SST,g aboveground plant biomass m-2,16,Y8,373.002,69.68,5,372.5,54.56,5,0.5,darkgreen,1.024469462,T,-0.92234833
37,37,109,25,43,SST,g aboveground plant biomass m-2,3,Y2,30.098,13.747,30,29.489,12.016,20,0.333333333,darkgreen,1.017965628,T,-1.699552916
36,36,109,25,43,SST,g aboveground plant biomass m-2,3,Y1,32.068,14.847,20,29.489,12.016,20,0.666666667,darkgreen,1.014325758,T,-0.145143744
42,42,138,28,53,SST,g algae L-1,7,Y1,0.089,0.05,42,0.546,0.186,6,0.857142857,blue,1.010020991,A,0.743090064
39,39,135,28,52,SST,g algae L-1,7,Y1,0.082,0.026,14,0.501,0.226,2,0.857142857,blue,1.002149257,A,0.743090064
46,46,148,28,54,SST,g algae L-1,7,Y1,0.117,0.133,14,0.527,0.377,2,0.857142857,blue,1.000379203,A,0.743090064
47,47,149,28,54,SST,g algae L-1,7,Y1,0.4,0.475,14,0.596,0.629,2,0.857142857,blue,1,A,0.743090064
44,44,140,28,53,SST,g herbivore L-1,7,Y1,0.025,0.02,12,0.028,0.019,6,0.857142857,blue,1.001730405,A,0.743090064
41,41,137,28,53,SST,g algae L-1,7,Y1,0.057,0.032,42,0.063,0.016,6,0.857142857,blue,1.014944318,A,0.743090064
48,48,150,28,54,SST,g herbivore L-1,7,Y1,0.03,0.003,4,0.03,0.013,2,0.857142857,blue,1.002484294,A,0.743090064
38,38,134,28,52,SST,g algae L-1,7,Y1,0.068,0.028,14,0.065,0.018,2,0.857142857,blue,1.005134526,A,0.743090064
45,45,147,28,54,SST,g algae L-1,7,Y1,0.057,0.035,14,0.048,0.008,2,0.857142857,blue,1.006446978,A,0.743090064
40,40,136,28,52,SST,g algae L-1,7,Y1,0.48,0.231,13,0.356,0.006,2,0.857142857,blue,1.015198185,A,0.743090064
43,43,139,28,53,SST,g algae L-1,7,Y1,0.458,0.306,42,0.257,0.102,5,0.857142857,blue,1.006232948,A,0.743090064
51,51,172,29,58,SST,g aboveground plant biomass m-2,9,Y1,248.15,369.629,54,520.65,334.861,30,0.888888889,darkgreen,1.00468639,T,0.891129034
53,53,173,29,59,SST,g aboveground plant biomass m-2,9,Y1,399.75,463.56,54,805.83,322.801,30,0.888888889,darkgreen,1.008848445,T,0.891129034
52,52,172,29,58,SST,g aboveground plant biomass m-2,9,Y2,276.467,237.622,30,520.65,334.861,30,0.777777778,darkgreen,1.006877759,T,0.372992645
54,54,173,29,59,SST,g aboveground plant biomass m-2,9,Y2,607.65,477.05,30,805.83,322.801,30,0.777777778,darkgreen,1.010409383,T,0.372992645
49,49,171,29,57,SST,g aboveground plant biomass m-2,9,Y1,82.748,133.153,54,109.227,108.843,30,0.888888889,darkgreen,1.003035204,T,0.891129034
50,50,171,29,57,SST,g aboveground plant biomass m-2,9,Y2,85.533,188.867,30,109.227,108.843,30,0.777777778,darkgreen,1.001007628,T,0.372992645
61,61,177,30,63,SST,g aboveground plant biomass m-2,6,Y1,173.11,280.946,21,561.181,353.972,21,0.833333333,darkgreen,1.001516841,T,0.632060837
57,57,175,30,61,SST,g aboveground plant biomass m-2,6,Y1,271.97,349.204,21,827.848,270.786,21,0.833333333,darkgreen,1.002929611,T,0.632060837
59,59,176,30,62,SST,g aboveground plant biomass m-2,6,Y1,113,173.25,21,325.581,190.901,21,0.833333333,darkgreen,1.00176015,T,0.632060837
55,55,174,30,60,SST,g aboveground plant biomass m-2,6,Y1,279.01,290.34,21,506.152,131.577,21,0.833333333,darkgreen,1.004695074,T,0.632060837
60,60,176,30,62,SST,g aboveground plant biomass m-2,6,Y2,204.99,167.401,21,325.581,190.901,21,0.666666667,darkgreen,1.00540334,T,-0.145143744
62,62,177,30,63,SST,g aboveground plant biomass m-2,6,Y2,365.486,376.226,21,561.181,353.972,21,0.666666667,darkgreen,1.003616065,T,-0.145143744
56,56,174,30,60,SST,g aboveground plant biomass m-2,6,Y2,445.105,178.888,21,506.152,131.577,21,0.666666667,darkgreen,1.025292374,T,-0.145143744
58,58,175,30,61,SST,g aboveground plant biomass m-2,6,Y2,729.352,408.234,21,827.848,270.786,21,0.666666667,darkgreen,1.013593171,T,-0.145143744
71,71,187,31,64g,SST,g ciliates L-1,3,Y1,0.001,0.002,15,0.025,0.007,5,0.666666667,blue,1.000567095,A,-0.145143744
72,72,187,31,64g,SST,g ciliates L-1,3,Y2,0.009,0.001,15,0.025,0.007,5,0.333333333,blue,1.016575272,A,-1.699552916
65,65,179,31,64b,SST,g algae L-1,3,Y1,0.002,0.002,44,0.004,0.003,15,0.666666667,blue,1.004232087,A,-0.145143744
66,66,179,31,64b,SST,g algae L-1,3,Y2,0.003,0.002,45,0.004,0.003,15,0.333333333,blue,1.005495757,A,-1.699552916
63,63,178,31,64a,SST,g algae L-1,3,Y1,0.004,0.003,15,0.005,0,4,0.666666667,blue,1.00705557,A,-0.145143744
67,67,180,31,64c,SST,g algae L-1,3,Y1,0.001,0.002,45,0.001,0.001,15,0.333333333,blue,1.002729906,A,-1.699552916
68,68,180,31,64c,SST,g algae L-1,3,Y2,0.001,0.001,45,0.001,0.001,15,0.666666667,blue,1.001377092,A,-0.145143744
69,69,181,31,64d,SST,g algae L-1,3,Y1,0.001,0.001,15,0.001,0,5,0.666666667,blue,1.003782094,A,-0.145143744
70,70,181,31,64d,SST,g algae L-1,3,Y2,0.001,0.002,15,0.001,0,5,0.333333333,blue,1.000625528,A,-1.699552916
64,64,178,31,64a,SST,g algae L-1,3,Y2,0.007,0.003,15,0.005,0,4,0.333333333,blue,1.022487672,A,-1.699552916
73,73,188,32,65,SST,g aboveground plant biomass m-2,13,Y1,620,297,9,679,100,4,0.923076923,darkgreen,1.008648023,T,1.050555614
78,78,234,45,91,SST,g aboveground plant biomass m-2,16,Y1,60.024,49.671,32,171.93,30.524,8,0.9375,darkgreen,1.010646291,T,1.117813703
79,79,234,45,91,SST,g aboveground plant biomass m-2,16,Y2,86.697,56.107,16,171.93,30.524,8,0.875,darkgreen,1.008890072,T,0.826361984
74,74,233,45,90,SST,g aboveground plant biomass m-2,16,Y1,61.612,47.113,32,110.018,30.206,8,0.9375,darkgreen,1.009704475,T,1.117813703
75,75,233,45,90,SST,g aboveground plant biomass m-2,16,Y2,68.712,52.226,16,110.018,30.206,8,0.875,darkgreen,1.005736044,T,0.826361984
80,80,234,45,91,SST,g aboveground plant biomass m-2,16,Y4,123.189,51.132,14,171.93,30.524,8,0.75,darkgreen,1.016844439,T,0.243458546
81,81,234,45,91,SST,g aboveground plant biomass m-2,16,Y8,140.586,34.617,20,171.93,30.524,8,0.5,darkgreen,1.039820641,T,-0.92234833
77,77,233,45,90,SST,g aboveground plant biomass m-2,16,Y8,93.442,33.241,20,110.018,30.206,8,0.5,darkgreen,1.017388077,T,-0.92234833
76,76,233,45,90,SST,g aboveground plant biomass m-2,16,Y4,111.791,55.013,14,110.018,30.206,8,0.75,darkgreen,1.010074113,T,0.243458546
82,82,245,49,99,SST,g aboveground plant biomass m-2,6,Y1,286.61,452.21,60,986.09,290.23,10,0.833333333,darkgreen,1.005167899,T,0.632060837
83,83,245,49,99,SST,g aboveground plant biomass m-2,6,Y2,407.818,500.34,30,986.09,290.23,10,0.666666667,darkgreen,1.004342219,T,-0.145143744
84,84,245,49,99,SST,g aboveground plant biomass m-2,6,Y3,626.723,573.24,20,986.09,290.23,10,0.5,darkgreen,1.005130218,T,-0.92234833
95,95,256,52,104,SST,g aboveground plant biomass m-2,32,Y16,23.57,14.66,8,46.51,14.07,8,0.5,darkgreen,1.004265657,T,-0.92234833
92,92,256,52,104,SST,g aboveground plant biomass m-2,32,Y2,28.33,23.91,11,46.51,14.07,8,0.9375,darkgreen,1.003255807,T,1.117813703
94,94,256,52,104,SST,g aboveground plant biomass m-2,32,Y8,28.78,25.27,13,46.51,14.07,8,0.75,darkgreen,1.003539541,T,0.243458546
93,93,256,52,104,SST,g aboveground plant biomass m-2,32,Y4,30.39,26.61,14,46.51,14.07,8,0.875,darkgreen,1.0038115,T,0.826361984
90,90,255,52,103,SST,g aboveground plant biomass m-2,32,Y24,31.79,16.72,8,42.25,28.28,8,0.25,darkgreen,1.002670916,T,-2.088155207
87,87,255,52,103,SST,g aboveground plant biomass m-2,32,Y4,32.36,20.71,15,42.25,28.28,8,0.875,darkgreen,1.002941321,T,0.826361984
86,86,255,52,103,SST,g aboveground plant biomass m-2,32,Y2,32.86,26.11,11,42.25,28.28,8,0.9375,darkgreen,1.00204762,T,1.117813703
96,96,256,52,104,SST,g aboveground plant biomass m-2,32,Y24,38.37,22.73,7,46.51,14.07,8,0.25,darkgreen,1.004130362,T,-2.088155207
89,89,255,52,103,SST,g aboveground plant biomass m-2,32,Y16,36.58,30.44,7,42.25,28.28,8,0.5,darkgreen,1.001384398,T,-0.92234833
91,91,256,52,104,SST,g aboveground plant biomass m-2,32,Y1,44.12,36.11,17,46.51,14.07,8,0.96875,darkgreen,1.005091971,T,1.263539563
88,88,255,52,103,SST,g aboveground plant biomass m-2,32,Y8,41.03,32.49,15,42.25,28.28,8,0.75,darkgreen,1.002442108,T,0.243458546
85,85,255,52,103,SST,g aboveground plant biomass m-2,32,Y1,62.03,44.544,22,42.25,28.28,8,0.96875,darkgreen,1.003105215,T,1.263539563
97,97,257,53,105,SST,g aboveground plant biomass m-2,16,Y1,8.27,6.627,61,15.058,3.475,8,0.9375,darkgreen,1.015901703,T,1.117813703
98,98,257,53,105,SST,g aboveground plant biomass m-2,16,Y2,10.22,5.808,19,15.058,3.475,8,0.875,darkgreen,1.011434785,T,0.826361984
99,99,257,53,105,SST,g aboveground plant biomass m-2,16,Y4,11.783,4.772,31,15.058,3.475,8,0.75,darkgreen,1.023057127,T,0.243458546
100,100,257,53,105,SST,g aboveground plant biomass m-2,16,Y8,13.129,2.91,33,15.058,3.475,8,0.5,darkgreen,1.034018513,T,-0.92234833
119,119,280,59,113,SST,g aboveground plant biomass m-2,16,Y1,121.748,67.335,32,431.95,250.087,12,0.9375,darkgreen,1.007056975,T,1.117813703
167,167,328,59,115,SST,g aboveground plant biomass m-2,16,Y1,112.063,94.23,32,365.946,145.705,12,0.9375,darkgreen,1.007520435,T,1.117813703
113,113,278,59,113,SST,g aboveground plant biomass m-2,16,Y1,102.206,92.786,32,309.533,208.718,12,0.9375,darkgreen,1.00398191,T,1.117813703
170,170,329,59,115,SST,g aboveground plant biomass m-2,16,Y1,149.561,111.465,32,440.401,138.833,12,0.9375,darkgreen,1.010516925,T,1.117813703
161,161,326,59,115,SST,g aboveground plant biomass m-2,16,Y1,105.258,118.551,32,306.429,201.012,12,0.9375,darkgreen,1.003289634,T,1.117813703
143,143,304,59,114,SST,g aboveground plant biomass m-2,16,Y1,157.307,83.427,32,457.109,289.365,12,0.9375,darkgreen,1.006224799,T,1.117813703
122,122,281,59,113,SST,g aboveground plant biomass m-2,16,Y1,167.807,119.825,32,439.762,150.115,12,0.9375,darkgreen,1.010514717,T,1.117813703
155,155,324,59,115,SST,g aboveground plant biomass m-2,16,Y1,151.844,102.967,32,369.952,288.497,12,0.9375,darkgreen,1.003886907,T,1.117813703
149,149,322,59,115,SST,g aboveground plant biomass m-2,16,Y1,170.029,165.585,32,413.86,147.248,12,0.9375,darkgreen,1.006555327,T,1.117813703
120,120,280,59,113,SST,g aboveground plant biomass m-2,16,Y4,187.513,124.879,15,431.95,250.087,12,0.75,darkgreen,1.004452864,T,0.243458546
137,137,302,59,114,SST,g aboveground plant biomass m-2,16,Y1,125.779,96.234,32,279.464,171.735,12,0.9375,darkgreen,1.00521181,T,1.117813703
179,179,348,59,116,SST,g aboveground plant biomass m-2,16,Y1,166.719,104.144,32,369.11,152.183,12,0.9375,darkgreen,1.010217715,T,1.117813703
125,125,298,59,114,SST,g aboveground plant biomass m-2,16,Y1,204.141,180.603,32,443.814,74.988,12,0.9375,darkgreen,1.010028026,T,1.117813703
173,173,346,59,116,SST,g aboveground plant biomass m-2,16,Y1,227.256,243.958,32,468.125,94.533,12,0.9375,darkgreen,1.006692858,T,1.117813703
107,107,276,59,113,SST,g aboveground plant biomass m-2,16,Y1,147.978,113.149,32,299.76,127.497,12,0.9375,darkgreen,1.007987584,T,1.117813703
176,176,347,59,116,SST,g aboveground plant biomass m-2,16,Y1,265.238,213.848,32,535.433,76.561,12,0.9375,darkgreen,1.012316997,T,1.117813703
101,101,274,59,113,SST,g aboveground plant biomass m-2,16,Y1,192.216,193.045,32,381.283,151.547,12,0.9375,darkgreen,1.005852477,T,1.117813703
123,123,281,59,113,SST,g aboveground plant biomass m-2,16,Y4,224.243,149.837,15,439.762,150.115,12,0.75,darkgreen,1.006681133,T,0.243458546
114,114,278,59,113,SST,g aboveground plant biomass m-2,16,Y4,160.123,102.641,15,309.533,208.718,12,0.75,darkgreen,1.003871284,T,0.243458546
131,131,300,59,114,SST,g aboveground plant biomass m-2,16,Y1,165.597,117.279,32,313.508,73.712,12,0.9375,darkgreen,1.013408149,T,1.117813703
146,146,305,59,114,SST,g aboveground plant biomass m-2,16,Y1,228.3,125.2,32,426.268,119.569,12,0.9375,darkgreen,1.017159251,T,1.117813703
128,128,299,59,114,SST,g aboveground plant biomass m-2,16,Y1,243.431,182.703,32,438.023,87.325,12,0.9375,darkgreen,1.012988633,T,1.117813703
144,144,304,59,114,SST,g aboveground plant biomass m-2,16,Y4,258.618,149.771,15,457.109,289.365,12,0.75,darkgreen,1.004605967,T,0.243458546
162,162,326,59,115,SST,g aboveground plant biomass m-2,16,Y4,174.549,154.582,15,306.429,201.012,12,0.75,darkgreen,1.002756503,T,0.243458546
191,191,352,59,116,SST,g aboveground plant biomass m-2,16,Y1,193.118,110.535,32,329.968,135.326,12,0.9375,darkgreen,1.011141807,T,1.117813703
116,116,279,59,113,SST,g aboveground plant biomass m-2,16,Y1,177.019,137.646,32,284.069,156.366,12,0.9375,darkgreen,1.005929402,T,1.117813703
168,168,328,59,115,SST,g aboveground plant biomass m-2,16,Y4,234.675,181.151,15,365.946,145.705,12,0.75,darkgreen,1.004873845,T,0.243458546
104,104,275,59,113,SST,g aboveground plant biomass m-2,16,Y1,210.944,159.05,32,320.7,95.138,12,0.9375,darkgreen,1.010752183,T,1.117813703
171,171,329,59,115,SST,g aboveground plant biomass m-2,16,Y4,293.253,163.959,15,440.401,138.833,12,0.75,darkgreen,1.009208334,T,0.243458546
152,152,323,59,115,SST,g aboveground plant biomass m-2,16,Y1,242.859,169.899,32,362.626,149.206,12,0.9375,darkgreen,1.009116243,T,1.117813703
118,118,279,59,113,SST,g aboveground plant biomass m-2,16,Y9,194.945,95.393,15,284.069,156.366,12,0.4375,darkgreen,1.00638151,T,-1.213800049
185,185,350,59,116,SST,g aboveground plant biomass m-2,16,Y1,179.041,141.694,32,260.277,154.245,12,0.9375,darkgreen,1.005318416,T,1.117813703
124,124,281,59,113,SST,g aboveground plant biomass m-2,16,Y9,303.725,119.915,15,439.762,150.115,12,0.4375,darkgreen,1.01353122,T,-1.213800049
158,158,325,59,115,SST,g aboveground plant biomass m-2,16,Y1,161.08,102.203,32,231.457,74.619,12,0.9375,darkgreen,1.012782519,T,1.117813703
182,182,349,59,116,SST,g aboveground plant biomass m-2,16,Y1,223.022,149.001,32,317.203,63.721,12,0.9375,darkgreen,1.015781237,T,1.117813703
138,138,302,59,114,SST,g aboveground plant biomass m-2,16,Y4,198.818,112.324,15,279.464,171.735,12,0.75,darkgreen,1.004892694,T,0.243458546
164,164,327,59,115,SST,g aboveground plant biomass m-2,16,Y1,212.847,249.669,32,298.425,159.091,12,0.9375,darkgreen,1.003781205,T,1.117813703
156,156,324,59,115,SST,g aboveground plant biomass m-2,16,Y4,265.155,152.414,15,369.952,288.497,12,0.75,darkgreen,1.003432592,T,0.243458546
157,157,324,59,115,SST,g aboveground plant biomass m-2,16,Y9,265.968,119.341,15,369.952,288.497,12,0.4375,darkgreen,1.003950665,T,-1.213800049
115,115,278,59,113,SST,g aboveground plant biomass m-2,16,Y9,223.512,226.469,15,309.533,208.718,12,0.4375,darkgreen,1.002212083,T,-1.213800049
145,145,304,59,114,SST,g aboveground plant biomass m-2,16,Y9,332.091,124.982,15,457.109,289.365,12,0.4375,darkgreen,1.006123406,T,-1.213800049
194,194,353,59,116,SST,g aboveground plant biomass m-2,16,Y1,316.343,231.04,32,434.423,102.022,12,0.9375,darkgreen,1.012767996,T,1.117813703
108,108,276,59,113,SST,g aboveground plant biomass m-2,16,Y4,231.587,83.683,15,299.76,127.497,12,0.75,darkgreen,1.011372382,T,0.243458546
121,121,280,59,113,SST,g aboveground plant biomass m-2,16,Y9,333.853,192.401,15,431.95,250.087,12,0.4375,darkgreen,1.005176512,T,-1.213800049
150,150,322,59,115,SST,g aboveground plant biomass m-2,16,Y4,324.124,137.382,15,413.86,147.248,12,0.75,darkgreen,1.01202937,T,0.243458546
110,110,277,59,113,SST,g aboveground plant biomass m-2,16,Y1,166.678,101.894,32,209.82,41.137,12,0.9375,darkgreen,1.018427433,T,1.117813703
177,177,347,59,116,SST,g aboveground plant biomass m-2,16,Y4,426.167,137.298,15,535.433,76.561,12,0.75,darkgreen,1.032110947,T,0.243458546
163,163,326,59,115,SST,g aboveground plant biomass m-2,16,Y9,244.963,158.472,15,306.429,201.012,12,0.4375,darkgreen,1.003973965,T,-1.213800049
148,148,305,59,114,SST,g aboveground plant biomass m-2,16,Y9,343.135,87.502,15,426.268,119.569,12,0.4375,darkgreen,1.025333789,T,-1.213800049
172,172,329,59,115,SST,g aboveground plant biomass m-2,16,Y9,359.733,175.437,15,440.401,138.833,12,0.4375,darkgreen,1.011197794,T,-1.213800049
136,136,301,59,114,SST,g aboveground plant biomass m-2,16,Y9,236.551,81.064,15,289.468,113.752,12,0.4375,darkgreen,1.013129486,T,-1.213800049
181,181,348,59,116,SST,g aboveground plant biomass m-2,16,Y9,302.305,91.526,15,369.11,152.183,12,0.4375,darkgreen,1.013411097,T,-1.213800049
187,187,350,59,116,SST,g aboveground plant biomass m-2,16,Y9,216.099,155.142,15,260.277,154.245,12,0.4375,darkgreen,1.003983153,T,-1.213800049
196,196,353,59,116,SST,g aboveground plant biomass m-2,16,Y9,364.667,98.023,15,434.423,102.022,12,0.4375,darkgreen,1.029381587,T,-1.213800049
134,134,301,59,114,SST,g aboveground plant biomass m-2,16,Y1,243.466,200.355,32,289.468,113.752,12,0.9375,darkgreen,1.007818147,T,1.117813703
175,175,346,59,116,SST,g aboveground plant biomass m-2,16,Y9,402.77,75.81,15,468.125,94.533,12,0.4375,darkgreen,1.048284715,T,-1.213800049
126,126,298,59,114,SST,g aboveground plant biomass m-2,16,Y4,383.441,160.559,15,443.814,74.988,12,0.75,darkgreen,1.019517972,T,0.243458546
153,153,323,59,115,SST,g aboveground plant biomass m-2,16,Y4,314.57,117.967,15,362.626,149.206,12,0.75,darkgreen,1.011521319,T,0.243458546
141,141,303,59,114,SST,g aboveground plant biomass m-2,16,Y4,257.811,154.761,15,291.632,69.681,12,0.75,darkgreen,1.009322404,T,0.243458546
147,147,305,59,114,SST,g aboveground plant biomass m-2,16,Y4,380.967,119.78,15,426.268,119.569,12,0.75,darkgreen,1.020915304,T,0.243458546
184,184,349,59,116,SST,g aboveground plant biomass m-2,16,Y9,284.688,55.427,15,317.203,63.721,12,0.4375,darkgreen,1.047211362,T,-1.213800049
178,178,347,59,116,SST,g aboveground plant biomass m-2,16,Y9,486.02,120.011,15,535.433,76.561,12,0.4375,darkgreen,1.048212721,T,-1.213800049
127,127,298,59,114,SST,g aboveground plant biomass m-2,16,Y9,407.929,73.494,15,443.814,74.988,12,0.4375,darkgreen,1.0613356,T,-1.213800049
102,102,274,59,113,SST,g aboveground plant biomass m-2,16,Y4,355.597,164.581,15,381.283,151.547,12,0.75,darkgreen,1.009796564,T,0.243458546
112,112,277,59,113,SST,g aboveground plant biomass m-2,16,Y9,198.682,59.802,15,209.82,41.137,12,0.4375,darkgreen,1.029929507,T,-1.213800049
166,166,327,59,115,SST,g aboveground plant biomass m-2,16,Y9,283.621,166.431,15,298.425,159.091,12,0.4375,darkgreen,1.005589364,T,-1.213800049
139,139,302,59,114,SST,g aboveground plant biomass m-2,16,Y9,266.136,100.877,15,279.464,171.735,12,0.4375,darkgreen,1.006408947,T,-1.213800049
109,109,276,59,113,SST,g aboveground plant biomass m-2,16,Y9,287.411,87.47,15,299.76,127.497,12,0.4375,darkgreen,1.012777122,T,-1.213800049
111,111,277,59,113,SST,g aboveground plant biomass m-2,16,Y4,201.713,58.733,15,209.82,41.137,12,0.75,darkgreen,1.031258779,T,0.243458546
160,160,325,59,115,SST,g aboveground plant biomass m-2,16,Y9,224.364,75.477,15,231.457,74.619,12,0.4375,darkgreen,1.016887228,T,-1.213800049
140,140,303,59,114,SST,g aboveground plant biomass m-2,16,Y1,282.95,208.208,32,291.632,69.681,12,0.9375,darkgreen,1.01251631,T,1.117813703
135,135,301,59,114,SST,g aboveground plant biomass m-2,16,Y4,288.237,184.739,15,289.468,113.752,12,0.75,darkgreen,1.006543566,T,0.243458546
132,132,300,59,114,SST,g aboveground plant biomass m-2,16,Y4,312.627,166.854,15,313.508,73.712,12,0.75,darkgreen,1.011464008,T,0.243458546
129,129,299,59,114,SST,g aboveground plant biomass m-2,16,Y4,437.085,164.85,15,438.023,87.325,12,0.75,darkgreen,1.021502011,T,0.243458546
151,151,322,59,115,SST,g aboveground plant biomass m-2,16,Y9,413.271,89.913,15,413.86,147.248,12,0.4375,darkgreen,1.020047027,T,-1.213800049
183,183,349,59,116,SST,g aboveground plant biomass m-2,16,Y4,317.997,212.629,15,317.203,63.721,12,0.75,darkgreen,1.008032518,T,0.243458546
154,154,323,59,115,SST,g aboveground plant biomass m-2,16,Y9,363.58,80.563,15,362.626,149.206,12,0.4375,darkgreen,1.015715986,T,-1.213800049
117,117,279,59,113,SST,g aboveground plant biomass m-2,16,Y4,287.804,345.109,15,284.069,156.366,12,0.75,darkgreen,1.001890154,T,0.243458546
180,180,348,59,116,SST,g aboveground plant biomass m-2,16,Y4,377.793,210.626,15,369.11,152.183,12,0.75,darkgreen,1.007615885,T,0.243458546
142,142,303,59,114,SST,g aboveground plant biomass m-2,16,Y9,299.485,102.744,15,291.632,69.681,12,0.4375,darkgreen,1.02183499,T,-1.213800049
