"stressor_RR","es","power","effect","es_cat","number"
"Warm 1",0.071449836770106,0.0513915332372442,"cESSP","b.BLUP_es",65
"Fert 3",0.17475736771057,0.00843124393432748,"cESSP","b.BLUP_es",66
"Fert 4",0.635100665062346,1.768896564622e-08,"cESSP","b.BLUP_es",67
"LUC 1",0.315150694852809,0.00119671529825602,"cESSP","b.BLUP_es",68
"LUC 2",0.489331660003547,9.34158832563553e-05,"cESSP","b.BLUP_es",69
"LUC 3",0.460321060631471,0.000484073948514386,"cESSP","b.BLUP_es",70
"LUC 4",0.0311665803510137,0.00075412345065028,"cESSP","b.BLUP_es",71
"LUC 5",0.0536621023667231,0.0131227921349223,"cESSP","b.BLUP_es",72
"Fert 5",0.0888157499063749,0.0218120645510338,"cESSP","b.BLUP_es",73
"Fert 6",0.108801240847821,0.23043647832021,"cESSP","b.BLUP_es",74
"Precip ",0.0120178709391637,4.9533471438091e-05,"cESSP","b.BLUP_es",75
"LUC 6",0.0436883719343155,1.46025264665235e-06,"cESSP","b.BLUP_es",76
"Warm 2",0.797139908249877,0.0130643002042112,"cESSP","b.BLUP_es",77
"Inv 1",1.33585960425313,2.64314592883015e-82,"cESSP","b.BLUP_es",78
"Fire 1",3.72716432189855,2.74056655658083e-06,"cESSP","b.BLUP_es",79
"Fire 2",0.00294333021406599,0.495786410279053,"cESSP","b.BLUP_es",80
"Fire 3",0.0754773587952458,0.393593617466664,"cESSP","b.BLUP_es",81
"Warm 3",0.0799947431073161,0.0148936243483658,"cESSP","b.BLUP_es",82
"Warm 4",0.0390968339616512,0.0119630082717617,"cESSP","b.BLUP_es",83
"Warm 5",0.0462511049617312,0.00634976460055955,"cESSP","b.BLUP_es",84
"BD loss 3",0.387441363103359,0.0200245453517927,"cESSP","b.BLUP_es",85
"BD loss 4",0.22545438811447,0.00207243799519767,"cESSP","b.BLUP_es",86
"BD loss 5",0.385937174610948,0.00217937291974809,"cESSP","b.BLUP_es",87
"Acid",0.109396336507312,0.000387120328716159,"cESSP","b.BLUP_es",88
"Inv 2",0.795174063113597,1.64588367086888e-05,"cESSP","b.BLUP_es",89
"Inv 3",0.318911998191515,0.000592551952463324,"cESSP","b.BLUP_es",90
"BD loss 1",0.303339522756604,0.000440753242757118,"ESSP","b.BLUP_es",91
"BD loss 2",0.280758088674229,0.174714238610032,"ESSP","b.BLUP_es",92
"Fert 1",0.624493879205995,4.20962252438006e-07,"ESSP","b.BLUP_es",93
"Fert 2",0.563202040845238,1.22499071282306e-06,"ESSP","b.BLUP_es",94
"Warm 1",0.071449836770106,0.0513915332372442,"ESSP","b.BLUP_es",95
"Fert 3",0.17475736771057,0.00843124393432748,"ESSP","b.BLUP_es",96
"Fert 4",0.614235134422731,1.09888205503303e-09,"ESSP","b.BLUP_es",97
"LUC 1",0.31515069467717,0.00384604330048923,"ESSP","b.BLUP_es",98
"LUC 2",0.489331659916264,9.3112463859238e-05,"ESSP","b.BLUP_es",99
"LUC 3",0.485811278606089,0.000333382590697097,"ESSP","b.BLUP_es",100
"LUC 4",0.212459319874228,0.000225381378740687,"ESSP","b.BLUP_es",101
"LUC 5",0.053662102402195,0.00461245303578744,"ESSP","b.BLUP_es",102
"Fert 5",0.088828361886831,0.0219379078571262,"ESSP","b.BLUP_es",103
"Fert 6",0.1503532506576,0.173180898729434,"ESSP","b.BLUP_es",104
"Precip ",0.0206043273809476,9.60240924642703e-05,"ESSP","b.BLUP_es",105
"LUC 6",0.287216649680991,5.00769307772567e-05,"ESSP","b.BLUP_es",106
"Warm 2",0.797139908249877,0.0130643002042112,"ESSP","b.BLUP_es",107
"Inv 1",0.205148067493953,2.05537516126896e-05,"ESSP","b.BLUP_es",108
"Fire 1",0.185795072294041,0.350581104371362,"ESSP","b.BLUP_es",109
"Fire 2",0.0916286821796462,0.371746072589196,"ESSP","b.BLUP_es",110
"Fire 3",0.0945372096177121,0.367863898514,"ESSP","b.BLUP_es",111
"Warm 3",0.111125168174041,0.00668697166186552,"ESSP","b.BLUP_es",112
"Warm 4",0.0845578388473058,0.00484351891358498,"ESSP","b.BLUP_es",113
"Warm 5",0.0462511049617312,0.00634976460055955,"ESSP","b.BLUP_es",114
"BD loss 3",0.500550348531446,0.00388966728929703,"ESSP","b.BLUP_es",115
"BD loss 4",0.496212049525797,0.000119420850200747,"ESSP","b.BLUP_es",116
"BD loss 5",0.419148216029129,0.00158066483572835,"ESSP","b.BLUP_es",117
"Acid",0.213573620444919,0.00049283095024301,"ESSP","b.BLUP_es",118
"Inv 2",0.90427395944192,2.72048912685782e-06,"ESSP","b.BLUP_es",119
"Inv 3",0.318911998191515,0.000592551952463324,"ESSP","b.BLUP_es",120
"BD loss 1",0.302748888777064,7.27510557417302e-34,"cMAOM.MA","c.MA.power",121
"BD loss 2",0.11410505218043,0.000389673539337347,"cMAOM.MA","c.MA.power",122
"Fert 1",0.540111986275829,5.65992275806891e-27,"cMAOM.MA","c.MA.power",123
"Fert 2",0.287297012331121,7.616843345116e-16,"cMAOM.MA","c.MA.power",124
"Warm 1",0.071449836770106,3.46931247689301e-05,"cMAOM.MA","c.MA.power",125
"Fert 3",0.17475736771057,1.80934144029801e-05,"cMAOM.MA","c.MA.power",126
"Fert 4",0.635100665062346,1.79311394030731e-25,"cMAOM.MA","c.MA.power",127
"LUC 1",0.315150694852809,8.45512783825263e-06,"cMAOM.MA","c.MA.power",128
"LUC 2",0.489331660003547,0.000230705963699973,"cMAOM.MA","c.MA.power",129
"LUC 3",0.460321060631471,4.40952956833248e-07,"cMAOM.MA","c.MA.power",130
"LUC 4",0.0311665803510137,0.280494974694295,"cMAOM.MA","c.MA.power",131
"LUC 5",0.0536621023667231,0.162480832149939,"cMAOM.MA","c.MA.power",132
"Fert 5",0.0888157499063749,0.000375447661937393,"cMAOM.MA","c.MA.power",133
"Fert 6",0.108801240847821,0.00587410255943234,"cMAOM.MA","c.MA.power",134
"Precip ",0.0120178709391637,0.219732078244949,"cMAOM.MA","c.MA.power",135
"LUC 6",0.0436883719343155,0.267938931765828,"cMAOM.MA","c.MA.power",136
"Warm 2",0.797139908249877,4.70340779975209e-14,"cMAOM.MA","c.MA.power",137
"Inv 1",1.33585960425313,3.59355056434863e-07,"cMAOM.MA","c.MA.power",138
"Fire 1",3.72716432189855,4.45753942241715e-06,"cMAOM.MA","c.MA.power",139
"Fire 2",0.00294333021406599,0.486099502116774,"cMAOM.MA","c.MA.power",140
"Fire 3",0.0754773587952458,0.19360157591231,"cMAOM.MA","c.MA.power",141
"Warm 3",0.0799947431073161,0.00100246832359918,"cMAOM.MA","c.MA.power",142
"Warm 4",0.0390968339616512,0.0450117871598018,"cMAOM.MA","c.MA.power",143
"Warm 5",0.0462511049617312,0.0245180078398746,"cMAOM.MA","c.MA.power",144
"BD loss 3",0.387441363103359,1.12146258661824e-07,"cMAOM.MA","c.MA.power",145
"BD loss 4",0.22545438811447,2.21224077561175e-05,"cMAOM.MA","c.MA.power",146
"BD loss 5",0.385937174610948,0.00181250379197913,"cMAOM.MA","c.MA.power",147
"Acid",0.109396336507312,0.0214073059520949,"cMAOM.MA","c.MA.power",148
"Inv 2",0.795174063113597,8.23509213764713e-24,"cMAOM.MA","c.MA.power",149
"Inv 3",0.318911998191515,3.80072394162316e-05,"cMAOM.MA","c.MA.power",150
"BD loss 1",0.303339522756604,2.84662594545425e-34,"MAOM.MA","c.MA.power",151
"BD loss 2",0.280758088674229,1.14130582816674e-09,"MAOM.MA","c.MA.power",152
"Fert 1",0.624493879205995,9.23133586215695e-34,"MAOM.MA","c.MA.power",153
"Fert 2",0.563202040845238,2.49070716425085e-43,"MAOM.MA","c.MA.power",154
"Warm 1",0.071449836770106,3.46931247689301e-05,"MAOM.MA","c.MA.power",155
"Fert 3",0.17475736771057,1.80934144029801e-05,"MAOM.MA","c.MA.power",156
"Fert 4",0.614235134422731,1.54903985052455e-12,"MAOM.MA","c.MA.power",157
"LUC 1",0.31515069467717,8.45512777389419e-06,"MAOM.MA","c.MA.power",158
"LUC 2",0.489331659916264,0.000230705963949153,"MAOM.MA","c.MA.power",159
"LUC 3",0.485811278606089,1.78484403481972e-07,"MAOM.MA","c.MA.power",160
"LUC 4",0.212459319874228,0.00153834670973182,"MAOM.MA","c.MA.power",161
"LUC 5",0.053662102402195,0.16248083199599,"MAOM.MA","c.MA.power",162
"Fert 5",0.088828361886831,3.35667839157334e-06,"MAOM.MA","c.MA.power",163
"Fert 6",0.1503532506576,1.45403492484852e-05,"MAOM.MA","c.MA.power",164
"Precip ",0.0206043273809476,0.0540163125443158,"MAOM.MA","c.MA.power",165
"LUC 6",0.287216649680991,0.00127109629721262,"MAOM.MA","c.MA.power",166
"Warm 2",0.797139908249877,4.70340779975209e-14,"MAOM.MA","c.MA.power",167
"Inv 1",0.205148067493953,5.44782240171509e-05,"MAOM.MA","c.MA.power",168
"Fire 1",0.185795072294041,0.0127693010783761,"MAOM.MA","c.MA.power",169
"Fire 2",0.0916286821796462,0.00746952281174672,"MAOM.MA","c.MA.power",170
"Fire 3",0.0945372096177121,0.00639236662137509,"MAOM.MA","c.MA.power",171
"Warm 3",0.111125168174041,2.7756703146964e-08,"MAOM.MA","c.MA.power",172
"Warm 4",0.0845578388473058,1.7691558196528e-05,"MAOM.MA","c.MA.power",173
"Warm 5",0.0462511049617312,0.0245180078398746,"MAOM.MA","c.MA.power",174
"BD loss 3",0.500550348531446,1.57180129030028e-12,"MAOM.MA","c.MA.power",175
"BD loss 4",0.496212049525797,1.22874540177496e-11,"MAOM.MA","c.MA.power",176
"BD loss 5",0.419148216029129,0.000201355481836497,"MAOM.MA","c.MA.power",177
"Acid",0.213573620444919,2.89649781735474e-05,"MAOM.MA","c.MA.power",178
"Inv 2",0.90427395944192,1.4952443508507e-30,"MAOM.MA","c.MA.power",179
"Inv 3",0.318911998191515,3.80072394162316e-05,"MAOM.MA","c.MA.power",180
